gfx,cu_num,M,N,K,bias,dtype,outdtype,scaleAB,bpreshuffle,libtype,solidx,splitK,us,kernelName,err_ratio,tflops,bw
gfx950,256,128,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,46.5167,native,0.0,415.49,3361.56
gfx950,256,256,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,62.6096,native,0.0,617.39,2583.36
gfx950,256,512,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,100.869,native,0.0,766.43,1710.05
gfx950,256,1024,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,150.7376,native,0.0,1025.75,1286.92
gfx950,256,2048,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,298.7333,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1035.16,793.28
gfx950,256,4096,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,598.5374,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1033.31,539.58
gfx950,256,8192,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,953.3962,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1297.42,519.12
gfx950,256,16384,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1739.3206,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1422.34,482.29
gfx950,256,32768,4608,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,3408.2792,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1451.7,447.95
gfx950,256,1,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,62.3414,native,0.0,4.84,4844.95
gfx950,256,16,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,68.6305,auto,0.0,70.4,4412.16
gfx950,256,32,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,73.2489,auto,0.0,131.93,4145.16
gfx950,256,64,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,60.9628,native,0.0,317.04,5007.43
gfx950,256,128,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,77.7145,native,0.0,497.39,3970.22
gfx950,256,256,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,96.4623,native,0.0,801.45,3266.53
gfx950,256,512,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,201.0914,native,0.0,768.9,1632.11
gfx950,256,1024,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,286.2339,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1080.37,1238.21
gfx950,256,2048,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,597.7434,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1034.68,680.64
gfx950,256,4096,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,944.2369,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1310.0,541.92
gfx950,256,8192,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1710.6163,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1446.2,421.73
gfx950,256,16384,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,3321.8968,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1489.45,343.43
gfx950,256,32768,9216,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,6749.5084,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1466.12,293.31
gfx950,256,1,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,69,2,76.3036,flydsl_gemm2_abf16_wbf16_bf16_t16x128x256_split_k2_block_m_warp1_block_n_warp2_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0157,5.72,5717.52
gfx950,256,16,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,78.0998,auto,0.0,89.36,5597.43
gfx950,256,32,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,81.5625,auto,0.0,171.14,5371.44
gfx950,256,64,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,82.9359,native,0.0,336.61,5305.41
gfx950,256,128,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,101.3723,native,0.0,550.79,4378.02
gfx950,256,256,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,135.2778,native,0.0,825.48,3336.93
gfx950,256,512,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,281.769,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,792.63,1656.02
gfx950,256,1024,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,335.4867,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1331.43,1481.5
gfx950,256,2048,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,643.543,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1388.18,866.83
gfx950,256,4096,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1298.0192,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1376.49,523.47
gfx950,256,8192,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2452.1446,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1457.26,376.3
gfx950,256,16384,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,4823.026,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1481.81,292.2
gfx950,256,32768,13312,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,9990.3785,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1430.74,238.47
gfx950,256,1,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5695,2,13.8853,flydsl_gemm4_abf16_wbf16_bf16_t16x128x128_split_k2_block_m_warp1_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0028,4.83,4835.74
gfx950,256,1,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,25.1988,auto,0.0,5.33,5327.98
gfx950,256,1,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,5958,1,37.0334,flydsl_gemm4_abf16_wbf16_bf16_t16x64x128_split_k1_block_m_warp1_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,5.89,5890.63
gfx950,256,1,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,50.4794,auto,0.0,5.32,5318.7
gfx950,256,1,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,67.5323,native,0.0,6.46,6460.12
gfx950,256,1,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,137.4257,native,0.0,6.35,6348.89
gfx950,256,16,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.4467,auto,0.0,74.32,4686.1
gfx950,256,16,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.7443,auto,0.0,90.44,5680.23
gfx950,256,16,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,37.3119,auto,0.0,93.53,5865.18
gfx950,256,16,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,44.7779,auto,0.0,95.92,6012.38
gfx950,256,16,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,70.9555,auto,0.0,98.36,6161.01
gfx950,256,16,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,134.9243,native,0.0,103.46,6476.16
gfx950,256,32,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,14.6697,auto,0.0,146.39,4655.07
gfx950,256,32,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,24.9617,auto,0.0,172.06,5429.46
gfx950,256,32,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,39.4472,auto,0.0,176.93,5566.39
gfx950,256,32,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,47.1387,auto,0.0,182.23,5727.95
gfx950,256,32,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,75.4473,auto,0.0,185.01,5806.81
gfx950,256,32,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,7479,2,144.0969,flydsl_gemm4_abf16_wbf16_bf16_t32x128x128_split_k2_block_m_warp2_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0085,193.74,6073.47
gfx950,256,64,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,18.9896,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,226.17,3658.22
gfx950,256,64,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,33.4354,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,256.91,4092.64
gfx950,256,64,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,50.5166,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,276.32,4375.85
gfx950,256,64,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,66.9741,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,256.52,4055.02
gfx950,256,64,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,asm,6,1,94.2083,_ZN5aiter37bf16gemm_fp32bf16_tn_64x64_pf3_splitkE,0.0,296.34,4670.59
gfx950,256,64,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,154.8352,native,0.0,360.61,5670.03
gfx950,256,128,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,23.3261,auto,0.0,368.25,3079.27
gfx950,256,128,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,42.8585,auto,0.0,400.85,3253.98
gfx950,256,128,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,69.0302,auto,0.0,404.42,3244.99
gfx950,256,128,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,81.6344,auto,0.0,420.9,3365.33
gfx950,256,128,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,97.575,native,0.0,572.22,4548.4
gfx950,256,128,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,177.6589,native,0.0,628.56,4972.59
gfx950,256,256,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,11479,1,24.7727,flydsl_gemm5_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,693.5,3089.94
gfx950,256,256,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,8351,1,48.6407,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp2_block_n_warp4_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,706.4,2974.95
gfx950,256,256,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,8815,1,73.9126,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp4_block_n_warp2_block_k_warp1_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0,755.41,3110.43
gfx950,256,256,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,flydsl,8339,1,89.3741,flydsl_gemm4_abf16_wbf16_bf16_t128x128x64_split_k1_block_m_warp1_block_n_warp4_block_k_warp2_async_copyTrue_b_to_ldsTrue_b_preshuffleFalse_c_to_ldsFalse_gfx950,0.0063,768.9,3144.29
gfx950,256,256,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,163.4286,native,0.0,683.29,2762.14
gfx950,256,256,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,234.2718,native,0.0,953.33,3817.94
gfx950,256,512,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,47.2723,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,726.85,1818.89
gfx950,256,512,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,83.3091,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,824.87,1862.81
gfx950,256,512,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,127.3264,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,877.03,1898.25
gfx950,256,512,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,155.7206,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,882.6,1885.44
gfx950,256,512,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,235.6216,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,947.87,1980.36
gfx950,256,512,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,459.4132,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,972.28,1994.84
gfx950,256,1024,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,60.4762,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1136.31,1733.87
gfx950,256,1024,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,107.397,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1279.73,1640.28
gfx950,256,1024,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,164.2949,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1359.37,1614.72
gfx950,256,1024,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,197.3416,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1392.9,1615.31
gfx950,256,1024,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,312.555,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1429.11,1590.2
gfx950,256,1024,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,596.8639,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1496.75,1609.24
gfx950,256,2048,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,115.295,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1192.06,1236.88
gfx950,256,2048,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,201.0475,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1367.23,1084.84
gfx950,256,2048,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,312.2677,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1430.43,1000.67
gfx950,256,2048,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,370.4202,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1484.14,996.43
gfx950,256,2048,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,588.2507,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1518.66,948.31
gfx950,256,2048,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1158.5257,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1542.22,905.1
gfx950,256,4096,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,209.7933,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1310.23,1039.61
gfx950,256,4096,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,384.44,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1430.02,785.53
gfx950,256,4096,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,594.3976,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1502.96,684.47
gfx950,256,4096,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,715.0195,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1537.74,656.99
gfx950,256,4096,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1180.0684,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1514.07,575.79
gfx950,256,4096,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2315.9959,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1542.93,528.82
gfx950,256,8192,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,402.4127,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1366.15,917.21
gfx950,256,8192,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,735.8522,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1494.2,638.39
gfx950,256,8192,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1172.104,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1524.36,508.14
gfx950,256,8192,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1418.3458,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1550.41,473.15
gfx950,256,8192,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2350.1553,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1520.5,392.63
gfx950,256,8192,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,4679.1879,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1527.36,337.04
gfx950,256,16384,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,791.7086,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1388.78,847.65
gfx950,256,16384,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1468.7844,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1497.17,548.28
gfx950,256,16384,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2338.6747,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1527.96,416.08
gfx950,256,16384,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2840.907,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1548.11,377.96
gfx950,256,16384,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,4751.9617,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1503.97,296.57
gfx950,256,16384,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,9811.8509,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1456.77,232.55
gfx950,256,32768,16384,2048,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1567.4338,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1402.94,813.48
gfx950,256,32768,16384,4096,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2904.4945,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1514.22,508.31
gfx950,256,32768,16384,6656,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,4677.1636,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1528.03,369.47
gfx950,256,32768,16384,8192,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,5762.8133,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1526.35,326.06
gfx950,256,32768,16384,13312,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,9939.0603,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1438.13,239.7
gfx950,256,32768,16384,26624,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,20923.7314,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1366.26,176.4
gfx950,256,1,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,139.689,native,0.0,6.25,6246.03
gfx950,256,16,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,150.2708,auto,0.0,92.89,5814.78
gfx950,256,32,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,159.5509,auto,0.0,174.97,5485.19
gfx950,256,64,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,146.4961,native,0.0,381.13,5992.79
gfx950,256,128,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,184.101,native,0.0,606.56,4798.59
gfx950,256,256,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,223.2638,native,0.0,1000.33,4006.18
gfx950,256,512,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,354.3556,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1260.53,2586.26
gfx950,256,1024,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,656.6545,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1360.46,1462.71
gfx950,256,2048,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1299.8911,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1374.5,806.66
gfx950,256,4096,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2451.9553,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1457.37,499.49
gfx950,256,8192,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,4861.9861,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1469.94,324.37
gfx950,256,16384,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,9935.8309,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1438.6,229.64
gfx950,256,32768,26624,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,20992.3261,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1361.8,175.83
gfx950,256,1,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,300.7058,auto,0.0,5.8,5802.91
gfx950,256,16,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,291.4735,auto,0.0,95.78,5993.89
gfx950,256,32,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,triton,0,0,310.0882,auto,0.0,180.06,5641.26
gfx950,256,64,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,torch,0,0,282.6994,native,0.0,395.01,6203.56
gfx950,256,128,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,362.9834,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,615.29,4856.02
gfx950,256,256,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,404.1413,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1105.25,4405.59
gfx950,256,512,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,692.1352,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1290.72,2623.96
gfx950,256,1024,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,1298.7276,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1375.74,1453.3
gfx950,256,2048,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,2445.8219,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1461.03,830.0
gfx950,256,4096,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,4796.6589,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1489.96,482.68
gfx950,256,8192,53248,16384,False,torch.bfloat16,torch.bfloat16,False,False,asm,10,1,9742.2812,_ZN5aiter24bf16gemm_bf16_tn_256x256E,0.0,1467.18,296.2
