cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,tflops,bw,_tag
256,1,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,15.5959,flydsl_moe1_abf16_wint4_bf16_t16x16x256_kw4,0.0%,10.7768,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.5%,26.3727,0,3.76,40183.44,
256,2,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,21.4957,flydsl_moe1_abf16_wint4_bf16_t16x16x128_bnt0_kw4,0.0%,12.7913,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.3%,34.287,0,5.78,30908.93,
256,4,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,27.9628,flydsl_moe1_abf16_wint4_bf16_t16x16x128_kw4,0.0%,17.2883,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.0%,45.2511,0,8.76,23421.13,
256,8,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,42.8011,flydsl_moe1_abf16_wint4_bf16_t16x16x128_kw4,0.0%,22.0591,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.0%,64.8602,0,12.22,16342.02,
256,16,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,59.8135,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,31.3928,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.1%,91.2063,0,17.38,11623.93,
256,32,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,95.8364,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,49.0448,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.0%,144.8812,0,21.89,7320.72,
256,64,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,127.5138,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,71.7779,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.1%,199.2917,0,31.82,5326.62,
256,128,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,154.7756,flydsl_moe1_abf16_wint4_bf16_t16x64x128_bnt0,0.0%,85.5268,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.1%,240.3024,0,52.78,4425.2,
256,256,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,160.2022,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,95.2993,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.1%,255.5015,0,99.28,4176.32,
256,512,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,184.4683,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,110.0748,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,2.1%,294.5431,0,172.25,3647.67,
256,1024,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,229.6139,flydsl_moe1_abf16_wint4_bf16_t32x64x256,0.0%,141.3821,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,2.2%,370.996,0,273.5,2935.55,
256,2048,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,312.4071,flydsl_moe1_abf16_wint4_bf16_t64x128x128,0.0%,250.4787,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,2.1%,562.8858,0,360.53,1986.97,
256,4096,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,562.0979,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,462.3875,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,2.1%,1024.4854,0,396.17,1149.02,
256,8192,7168,256,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,869.6972,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,881.0392,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,2.2%,1750.7364,0,463.66,739.46,
256,1,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,15.8777,flydsl_moe1_abf16_wint4_bf16_t16x16x256_kw4,0.0%,13.2273,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.5%,29.105,0,6.05,72632.12,
256,2,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,22.9428,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,16.4214,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.4%,39.3642,0,8.95,53703.28,
256,4,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,34.8632,flydsl_moe1_abf16_wint4_bf16_t16x32x128_bnt0_kw4,0.0%,21.9832,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.3%,56.8464,0,12.4,37188.7,
256,8,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,61.1608,flydsl_moe1_abf16_wint4_bf16_t16x32x128_bnt0_kw4,0.0%,34.0963,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.3%,95.2571,0,14.79,22194.24,
256,16,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,100.1982,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,53.8141,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.4%,154.0123,0,18.3,13728.7,
256,32,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,170.1014,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,87.4983,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.4%,257.5997,0,21.88,8209.82,
256,64,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,229.2471,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,126.954,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.5%,356.2011,0,31.65,5939.8,
256,128,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,284.3047,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,156.3706,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.4%,440.6753,0,51.17,4805.35,
256,256,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,301.7099,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,173.6496,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.4%,475.3595,0,94.87,4462.45,
256,512,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,333.0025,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,183.6757,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.4%,516.6782,0,174.57,4119.8,
256,1024,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,396.8486,flydsl_moe1_abf16_wint4_bf16_t32x128x128,0.0%,223.2728,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,4.4%,620.1214,0,290.89,3456.24,
256,2048,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,507.3356,flydsl_moe1_abf16_wint4_bf16_t64x128x128,0.0%,348.8796,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,4.4%,856.2152,0,421.36,2537.5,
256,4096,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,989.7026,flydsl_moe1_abf16_wint4_bf16_t32x128x128_bnt0,0.0%,593.3476,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,4.4%,1583.0502,0,455.8,1409.54,
256,8192,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1480.9047,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,993.2062,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,4.4%,2474.1109,0,583.28,949.36,
256,16384,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,2716.5778,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,1929.9549,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,4.4%,4646.5327,0,621.16,556.05,
256,32768,7168,512,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,5173.6223,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,3784.4409,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,4.4%,8958.0632,0,644.38,340.86,
256,1,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,21.2312,flydsl_moe1_abf16_wint4_bf16_t16x16x256_kw4,0.0%,13.4684,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.7%,34.6996,0,5.71,61080.33,
256,2,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,28.443,flydsl_moe1_abf16_wint4_bf16_t16x16x128_kw4,0.0%,16.5002,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.7%,44.9432,0,8.82,47159.34,
256,4,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,43.5387,flydsl_moe1_abf16_wint4_bf16_t16x16x128_bnt0_kw4,0.0%,23.7741,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.6%,67.3128,0,11.78,31488.05,
256,8,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,72.2973,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,36.0583,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.3%,108.3556,0,14.63,19562.1,
256,16,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,109.7456,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,58.9021,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.3%,168.6477,0,18.8,12569.95,
256,32,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,168.5238,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,91.0429,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.5%,259.5667,0,24.43,8168.81,
256,64,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,247.5905,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,136.0321,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.3%,383.6226,0,33.06,5529.57,
256,128,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,287.5589,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,164.1783,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.4%,451.7372,0,56.15,4699.87,
256,256,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,303.5998,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,172.8246,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,4.5%,476.4244,0,106.49,4464.03,
256,512,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,347.4526,flydsl_moe1_abf16_wint4_bf16_t16x128x128_bnt0,0.0%,193.6052,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,4.5%,541.0578,0,187.54,3944.34,
256,1024,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,406.58,flydsl_moe1_abf16_wint4_bf16_t32x128x128,0.0%,231.6714,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,4.5%,638.2514,0,317.96,3366.69,
256,2048,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,564.9343,flydsl_moe1_abf16_wint4_bf16_t64x128x128,0.0%,363.159,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,4.5%,928.0933,0,437.32,2346.91,
256,4096,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1016.0461,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,652.0275,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,4.5%,1668.0736,0,486.64,1340.99,
256,8192,7168,512,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1621.2171,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,1126.2638,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,4.5%,2747.4809,0,590.9,856.9,
256,1,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,22.5606,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,17.7912,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,6.4%,40.3518,0,8.73,104775.68,
256,2,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,33.8962,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,23.7628,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.3%,57.659,0,12.22,73326.21,
256,4,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,58.7952,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,33.5758,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.1%,92.371,0,15.26,45771.65,
256,8,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,102.0955,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,54.2741,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.1%,156.3696,0,18.03,27039.07,
256,16,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,172.8246,flydsl_moe1_abf16_wint4_bf16_t16x64x128_bnt0,0.0%,90.8548,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.2%,263.6794,0,21.38,16035.83,
256,64,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,417.7455,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,226.1412,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,7.1%,643.8867,0,35.02,6569.0,
256,256,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,577.7622,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,317.6693,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,7.1%,895.4315,0,100.73,4729.78,
256,512,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,622.3427,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,338.3043,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,7.1%,960.647,0,187.78,4416.33,
256,1024,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,32,0,734.4041,flydsl_moe1_abf16_wint4_bf16_t32x128x128,0.0%,401.5049,flydsl_moe2_abf16_wint4_bf16_t32x128x128_atomic,7.0%,1135.909,0,317.61,3747.85,
256,2048,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1029.3325,flydsl_moe1_abf16_wint4_bf16_t64x128x128,0.0%,621.4148,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,7.1%,1650.7473,0,437.11,2596.75,
256,4096,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,1847.3302,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,1099.0591,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,7.1%,2946.3893,0,489.79,1474.79,
256,8192,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,2799.3884,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,1777.6604,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,7.1%,4577.0488,0,630.58,975.03,
256,16384,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,5357.3736,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,3352.917,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,7.1%,8710.2906,0,662.71,539.32,
256,32768,7168,1024,384,8,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,64,0,10045.7359,flydsl_moe1_abf16_wint4_bf16_t64x128x128_bnt0,0.0%,6340.4174,flydsl_moe2_abf16_wint4_bf16_t64x128x128_atomic,7.1%,16386.1533,0,704.55,315.35,
256,1,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,27.4556,flydsl_moe1_abf16_wint4_bf16_t16x16x128_kw4,0.0%,17.9546,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,6.4%,45.4102,0,8.73,93346.81,
256,2,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,43.568,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,24.9807,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,6.9%,68.5487,0,11.56,61838.17,
256,4,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,72.2153,flydsl_moe1_abf16_wint4_bf16_t16x32x128_kw4,0.0%,38.7314,flydsl_moe2_abf16_wint4_bf16_t16x128x128_atomic,7.0%,110.9467,0,14.29,38207.38,
256,8,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,121.7874,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,61.8398,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.1%,183.6272,0,17.27,23085.35,
256,16,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,198.9209,flydsl_moe1_abf16_wint4_bf16_t16x128x128,0.0%,107.5753,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.2%,306.4962,0,20.69,13831.58,
256,32,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,307.1875,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,162.5524,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.3%,469.7399,0,27.0,9025.82,
256,64,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,450.5787,flydsl_moe1_abf16_wint4_bf16_t16x64x128_bnt0,0.0%,240.5769,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.3%,691.1556,0,36.7,6135.67,
256,128,7168,1024,385,9,ActivationType.Silu,torch.bfloat16,torch.bfloat16,torch.int4,QuantType.per_1x32,1,0,16,0,557.7333,flydsl_moe1_abf16_wint4_bf16_t16x64x128,0.0%,300.8205,flydsl_moe2_abf16_wint4_bf16_t16x128x256_atomic,7.3%,858.5538,0,59.09,4941.49,
