cu_num,token,model_dim,inter_dim,expert,topk,act_type,dtype,q_dtype_a,q_dtype_w,q_type,use_g1u1,doweight_stage1,block_m,ksplit,us1,kernelName1,err1,us2,kernelName2,err2,us,run_1stage,xbf16,tflops,bw,_tag
256,1024,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,108.8592,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_fp4,0.8%,71.2891,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_bnt2,2.0%,180.1483,0,0,643.71,10110.43,
256,2048,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,149.6562,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4_bnt0,0.0%,92.8451,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic,3.6%,242.5013,0,0,956.4,7549.71,
256,4096,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,229.8446,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w2_bnt0,0.0%,142.3561,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_reduce,2.0%,372.2007,0,0,1246.25,4969.6,
256,8192,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,340.00350000000003,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w4_bnt0,0.0%,270.0618,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_atomic_persist,3.6%,610.0653,0,0,1520.68,3093.83,
256,16384,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,597.4298,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0,0.0%,451.0174,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_reduce,2.0%,1048.4472,0,0,1769.69,1872.23,
256,32768,3072,1536,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,128,0,1065.1228,flydsl_moe1_afp4_wfp4_bf16_t128x128x256_w3_bnt0,0.0%,844.3695,flydsl_moe2_afp4_wfp4_bf16_t128x128x256_reduce,2.0%,1909.4923,0,0,1943.37,1107.06,
256,256,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,37.8528,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3_fp4,0.8%,28.9955,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_bnt2,0.6%,66.8483,0,0,144.56,9070.37,
256,512,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,32,0,41.4756,flydsl_moe1_afp4_wfp4_bf16_t32x128x256_w2,0.0%,30.988,flydsl_moe2_afp4_wfp4_bf16_t32x128x256_reduce_bnt2_persist,0.6%,72.4636,0,0,266.72,8400.06,
256,1024,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,44.1622,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w3,0.0%,37.4254,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,0.6%,81.5876,0,0,473.78,7518.51,
256,2048,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,59.0778,flydsl_moe1_afp4_wfp4_bf16_t64x64x256_w3_bnt0,0.0%,51.3745,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce,0.6%,110.4523,0,0,699.93,5639.12,
256,4096,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,79.0359,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4,0.0%,93.1675,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce,0.6%,172.2034,0,0,897.88,3726.57,
256,8192,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,124.6681,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0,0.0%,160.8729,flydsl_moe2_afp4_wfp4_bf16_t64x128x256_reduce_persist,0.6%,285.541,0,0,1082.99,2379.61,
256,16384,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,206.4827,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w4_bnt0_xcd4,0.0%,285.1907,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_xcd4,0.6%,491.6734,0,0,1257.9,1535.52,
256,32768,3072,512,128,4,ActivationType.Swiglu,torch.bfloat16,torch.float4_e2m1fn_x2,torch.float4_e2m1fn_x2,QuantType.per_1x32,1,0,64,0,367.6363,flydsl_moe1_afp4_wfp4_bf16_t64x128x256_w2_bnt0_xcd4,0.0%,517.2156,flydsl_moe2_afp4_wfp4_bf16_t64x256x256_reduce_xcd4,0.6%,884.8519,0,0,1397.92,1023.87,
