gfx,cu_num,M,N,K,kernelId,splitK,us,kernelName,tflops,bw,errRatio
gfx950,256,2,7168,18432,21,0,27.5631,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,19.17,2398.4,0.0
gfx950,256,2,8192,4096,21,0,8.3685,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,16.04,2009.21,0.0
gfx950,256,2,8192,8192,21,0,14.1231,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,19.01,2378.75,0.0
gfx950,256,2,8192,28672,21,0,44.8066,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,20.97,2622.43,0.0
gfx950,256,2,10240,8192,21,0,14.7818,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,22.7,2840.8,0.0
gfx950,256,2,12288,512,29,0,4.3287,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,5.81,738.19,0.0
gfx950,256,2,12288,1536,29,0,6.1797,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,12.22,1535.33,0.0
gfx950,256,2,12288,4096,21,0,9.7868,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,20.57,2576.85,0.0
gfx950,256,2,12288,6144,29,0,11.8365,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,25.51,3193.85,0.0
gfx950,256,2,16384,512,21,0,4.3413,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,7.73,981.35,0.0
gfx950,256,2,16384,2048,21,0,6.2153,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,21.59,2710.22,0.0
gfx950,256,2,16384,16384,29,0,32.719,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,32.82,4104.64,0.0
gfx950,256,2,16384,53248,21,0,86.2066,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,40.48,5061.4,0.0
gfx950,256,2,18432,7168,21,0,14.9357,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,35.38,4428.4,0.0
gfx950,256,2,20480,16384,21,0,32.5723,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,41.21,5153.78,0.0
gfx950,256,2,24576,1536,21,0,6.1676,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,24.48,3076.43,0.0
gfx950,256,2,28672,4096,29,0,14.0902,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,33.34,4175.88,0.0
gfx950,256,2,32768,512,21,0,5.2683,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,12.74,1617.26,0.0
gfx950,256,2,57344,8192,14,0,44.6413,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,42.09,5266.84,0.0
gfx950,256,2,59136,8192,14,0,46.4974,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,41.67,5214.61,0.0
gfx950,256,2,106496,16384,17,0,148.879,a4w4_blockscale_256x32x512x128_16x16_16x16_8x32x1_8x32x1_1x8x1x32_8_2x4_intrawave_v3,46.88,5862.87,0.0
gfx950,256,4,512,4096,21,0,5.4783,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,3.06,193.65,0.0
gfx950,256,4,1024,3072,21,0,5.8909,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,4.27,269.43,0.0
gfx950,256,4,1024,4096,29,0,6.9926,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,4.8,302.25,0.0
gfx950,256,4,1536,3072,29,0,6.8371,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,5.52,347.77,0.0
gfx950,256,4,1536,7168,21,0,12.4212,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,7.09,445.34,0.0
gfx950,256,4,2048,6144,21,0,10.9315,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,9.21,578.16,0.0
gfx950,256,4,2048,7168,21,0,12.6032,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,9.32,584.83,0.0
gfx950,256,4,3072,1536,21,0,5.7958,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,6.51,411.84,0.0
gfx950,256,4,3072,6144,21,0,10.8927,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,13.86,869.76,0.0
gfx950,256,4,4096,1024,29,0,5.0499,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,6.64,422.18,0.0
gfx950,256,4,4096,4096,21,0,8.8735,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,15.13,949.97,0.0
gfx950,256,4,4096,8192,21,0,12.641,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,21.24,1331.09,0.0
gfx950,256,4,4096,14336,21,0,21.2148,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,22.14,1386.84,0.0
gfx950,256,4,6144,2048,21,0,6.4043,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,15.72,990.69,0.0
gfx950,256,4,6144,3072,21,0,7.677,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,19.67,1236.48,0.0
gfx950,256,4,6144,4096,21,0,8.9851,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,22.41,1406.8,0.0
gfx950,256,4,6144,12288,21,0,18.6823,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,32.33,2024.51,0.0
gfx950,256,4,6144,16384,21,0,24.7138,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,32.59,2039.9,0.0
gfx950,256,4,7168,2048,37,0,6.45,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,18.21,1147.52,0.0
gfx950,256,4,7168,8192,21,0,13.9848,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,33.59,2104.7,0.0
gfx950,256,4,7168,16384,21,0,25.2649,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,37.19,2327.75,0.0
gfx950,256,4,7168,18432,21,0,27.7628,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,38.07,2382.85,0.0
gfx950,256,4,8192,4096,21,0,8.9554,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,29.97,1881.65,0.0
gfx950,256,4,8192,8192,21,0,14.12,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,38.02,2382.18,0.0
gfx950,256,4,8192,28672,29,0,45.3869,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,41.4,2590.25,0.0
gfx950,256,4,10240,8192,21,0,14.8201,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,45.28,2836.78,0.0
gfx950,256,4,12288,512,29,0,4.3638,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,11.53,743.63,0.0
gfx950,256,4,12288,1536,21,0,5.9719,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,25.28,1597.24,0.0
gfx950,256,4,12288,4096,37,0,9.9657,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_96x128E,40.4,2535.93,0.0
gfx950,256,4,12288,6144,21,0,11.6196,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,51.98,3258.23,0.0
gfx950,256,4,16384,512,29,0,4.4621,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,15.04,969.59,0.0
gfx950,256,4,16384,2048,21,0,6.5496,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,40.99,2582.2,0.0
gfx950,256,4,16384,4096,22,0,21.86,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_192x256E,24.56,1541.34,0.0
gfx950,256,4,16384,16384,21,0,32.3766,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,66.33,4150.58,0.0
gfx950,256,4,16384,53248,21,0,87.0063,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,80.22,5016.25,0.0
gfx950,256,4,18432,7168,21,0,14.8505,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,71.17,4459.25,0.0
gfx950,256,4,18432,16384,0,0,47.9528,a4w4_blockscale_256x64x128x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,50.38,3152.58,0.0
gfx950,256,4,20480,16384,21,0,32.6683,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,82.17,5141.64,0.0
gfx950,256,4,24576,1536,21,0,6.1764,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,48.89,3088.21,0.0
gfx950,256,4,28672,4096,21,0,13.9716,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,67.25,4219.83,0.0
gfx950,256,4,32768,512,21,0,5.2987,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,25.33,1632.81,0.0
gfx950,256,4,57344,8192,14,0,44.7537,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,83.97,5258.92,0.0
gfx950,256,4,59136,8192,14,0,46.6928,a4w4_blockscale_256x32x128x128_16x16_16x16_8x32x1_8x32x1_1x16x1x16_8_2x2_intrawave_v3,83.0,5198.03,0.0
gfx950,256,4,106496,16384,3,0,147.4268,a4w4_blockscale_256x64x512x128_16x16_16x16_8x32x1_8x32x1_1x32x1x8_8_2x2_intrawave_v3,94.68,5923.62,0.0
gfx950,256,8,512,4096,21,0,5.5567,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,6.04,193.13,0.0
gfx950,256,8,512,7168,29,0,9.6677,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,6.07,193.62,0.0
gfx950,256,8,1024,3072,21,0,6.0269,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,8.35,265.73,0.0
gfx950,256,8,1024,4096,29,0,6.937,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,9.67,307.04,0.0
gfx950,256,8,1536,3072,29,0,6.7419,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,11.2,355.41,0.0
gfx950,256,8,1536,7168,21,0,12.6568,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,13.92,439.15,0.0
gfx950,256,8,2048,6144,29,0,11.2567,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,17.89,564.0,0.0
gfx950,256,8,2048,7168,21,0,12.8216,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,18.32,577.27,0.0
gfx950,256,8,2112,7168,21,0,12.8435,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,18.86,594.22,0.0
gfx950,256,8,3072,1536,42,0,5.4682,_ZN5aiter42f4gemm_bf16_per1x32Fp4_BpreShuffle_128x128E,13.81,441.57,0.0
gfx950,256,8,3072,6144,21,0,11.0931,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,27.22,857.37,0.0
gfx950,256,8,4096,1024,29,0,5.0957,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,13.17,425.22,0.0
gfx950,256,8,4096,4096,21,0,9.0927,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,29.52,931.57,0.0
gfx950,256,8,4096,8192,21,0,12.8815,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,41.68,1310.06,0.0
gfx950,256,8,4096,14336,21,0,21.6872,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,43.32,1359.47,0.0
gfx950,256,8,6144,2048,29,0,6.4847,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_64x128E,31.05,986.62,0.0
gfx950,256,8,6144,3072,21,0,7.2755,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,41.51,1312.32,0.0
gfx950,256,8,6144,4096,21,0,9.0955,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,44.27,1396.03,0.0
gfx950,256,8,6144,12288,21,0,19.0255,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,63.49,1991.86,0.0
gfx950,256,8,6144,16384,21,0,25.2355,_ZN5aiter41f4gemm_bf16_per1x32Fp4_BpreShuffle_32x128E,63.82,2000.97,0.0
